perturbation_label	drug_name
[('Procainamide (hydrochloride)', 5.0, 'uM')]	Procainamide (hydrochloride)
[('Proglumide', 0.05, 'uM')]	Proglumide
[('Proglumide', 0.5, 'uM')]	Proglumide
[('Proglumide', 5.0, 'uM')]	Proglumide
[('Pyridoxine (hydrochloride)', 0.05, 'uM')]	Pyridoxine (hydrochloride)
[('Pyridoxine (hydrochloride)', 0.5, 'uM')]	Pyridoxine (hydrochloride)
[('Pyridoxine (hydrochloride)', 5.0, 'uM')]	Pyridoxine (hydrochloride)
[('Pyridoxine', 0.05, 'uM')]	Pyridoxine
[('Pyridoxine', 0.5, 'uM')]	Pyridoxine
[('Pyridoxine', 5.0, 'uM')]	Pyridoxine
[('Quinestrol', 0.05, 'uM')]	Quinestrol
[('Quinestrol', 0.5, 'uM')]	Quinestrol
[('Quinestrol', 5.0, 'uM')]	Quinestrol
[('Quinidine (15% dihydroquinidine)', 0.05, 'uM')]	Quinidine (15% dihydroquinidine)
[('Quinidine (15% dihydroquinidine)', 0.5, 'uM')]	Quinidine (15% dihydroquinidine)
[('Quinidine (15% dihydroquinidine)', 5.0, 'uM')]	Quinidine (15% dihydroquinidine)
[('RMC-6236', 0.05, 'uM')]	RMC-6236
[('RMC-6236', 0.5, 'uM')]	RMC-6236
[('RMC-6236', 5.0, 'uM')]	RMC-6236
[('Radotinib', 0.05, 'uM')]	Radotinib
[('Radotinib', 0.5, 'uM')]	Radotinib
[('Radotinib', 5.0, 'uM')]	Radotinib
[('Ralimetinib dimesylate', 0.05, 'uM')]	Ralimetinib dimesylate
[('Ralimetinib dimesylate', 0.5, 'uM')]	Ralimetinib dimesylate
[('Ralimetinib dimesylate', 5.0, 'uM')]	Ralimetinib dimesylate
[('Raltitrexed', 0.05, 'uM')]	Raltitrexed
[('Raltitrexed', 0.5, 'uM')]	Raltitrexed
[('Raltitrexed', 5.0, 'uM')]	Raltitrexed
[('Ranolazine', 0.05, 'uM')]	Ranolazine
[('Ranolazine', 0.5, 'uM')]	Ranolazine
[('Ranolazine', 5.0, 'uM')]	Ranolazine
[('Rapamycin', 0.05, 'uM')]	Rapamycin
[('Rapamycin', 0.5, 'uM')]	Rapamycin
[('Rapamycin', 5.0, 'uM')]	Rapamycin
[('Regorafenib', 0.05, 'uM')]	Regorafenib
[('Regorafenib', 0.5, 'uM')]	Regorafenib
[('Regorafenib', 5.0, 'uM')]	Regorafenib
[('Relugolix', 0.05, 'uM')]	Relugolix
[('Relugolix', 0.5, 'uM')]	Relugolix
[('Relugolix', 5.0, 'uM')]	Relugolix
[('Resveratrol', 0.05, 'uM')]	Resveratrol
[('Resveratrol', 0.5, 'uM')]	Resveratrol
[('Resveratrol', 5.0, 'uM')]	Resveratrol
[('Retinoic acid', 0.05, 'uM')]	Retinoic acid
[('Retinoic acid', 0.5, 'uM')]	Retinoic acid
[('Retinoic acid', 5.0, 'uM')]	Retinoic acid
[('Ribociclib', 0.05, 'uM')]	Ribociclib
[('Ribociclib', 0.5, 'uM')]	Ribociclib
[('Ribociclib', 5.0, 'uM')]	Ribociclib
[('Rifaximin', 0.05, 'uM')]	Rifaximin
[('Rifaximin', 0.5, 'uM')]	Rifaximin
[('Rifaximin', 5.0, 'uM')]	Rifaximin
[('Riluzole hydrochloride', 0.05, 'uM')]	Riluzole hydrochloride
[('Riluzole hydrochloride', 0.5, 'uM')]	Riluzole hydrochloride
[('Riluzole hydrochloride', 5.0, 'uM')]	Riluzole hydrochloride
[('Rimonabant (Hydrochloride)', 0.05, 'uM')]	Rimonabant (Hydrochloride)
[('Rimonabant (Hydrochloride)', 0.5, 'uM')]	Rimonabant (Hydrochloride)
[('Rimonabant (Hydrochloride)', 5.0, 'uM')]	Rimonabant (Hydrochloride)
[('Rimonabant', 0.05, 'uM')]	Rimonabant
[('Rimonabant', 0.5, 'uM')]	Rimonabant
[('Rimonabant', 5.0, 'uM')]	Rimonabant
[('Ritonavir', 0.05, 'uM')]	Ritonavir
[('Ritonavir', 0.5, 'uM')]	Ritonavir
[('Ritonavir', 5.0, 'uM')]	Ritonavir
[('Ropivacaine (hydrochloride monohydrate)', 0.05, 'uM')]	Ropivacaine (hydrochloride monohydrate)
[('Ropivacaine (hydrochloride monohydrate)', 0.5, 'uM')]	Ropivacaine (hydrochloride monohydrate)
[('Ropivacaine (hydrochloride monohydrate)', 5.0, 'uM')]	Ropivacaine (hydrochloride monohydrate)
[('Rosiglitazone', 0.05, 'uM')]	Rosiglitazone
[('Rosiglitazone', 0.5, 'uM')]	Rosiglitazone
[('Rosiglitazone', 5.0, 'uM')]	Rosiglitazone
[('Roxadustat', 0.05, 'uM')]	Roxadustat
[('Roxadustat', 0.5, 'uM')]	Roxadustat
[('Roxadustat', 5.0, 'uM')]	Roxadustat
[('Rucaparib (phosphate)', 0.05, 'uM')]	Rucaparib (phosphate)
[('Rucaparib (phosphate)', 0.5, 'uM')]	Rucaparib (phosphate)
[('Rucaparib (phosphate)', 5.0, 'uM')]	Rucaparib (phosphate)
[('Rutin (trihydrate)', 0.05, 'uM')]	Rutin (trihydrate)
[('Rutin (trihydrate)', 0.5, 'uM')]	Rutin (trihydrate)
[('Rutin (trihydrate)', 5.0, 'uM')]	Rutin (trihydrate)
[('S-Adenosyl-L-methionine (disulfate tosylate)', 0.05, 'uM')]	S-Adenosyl-L-methionine (disulfate tosylate)
[('S-Adenosyl-L-methionine (disulfate tosylate)', 0.5, 'uM')]	S-Adenosyl-L-methionine (disulfate tosylate)
[('S-Adenosyl-L-methionine (disulfate tosylate)', 5.0, 'uM')]	S-Adenosyl-L-methionine (disulfate tosylate)
[('SBI-0640756', 0.05, 'uM')]	SBI-0640756
[('SBI-0640756', 0.5, 'uM')]	SBI-0640756
[('SBI-0640756', 5.0, 'uM')]	SBI-0640756
[('Sacubitril/Valsartan', 0.05, 'uM')]	Sacubitril/Valsartan
[('Sacubitril/Valsartan', 0.5, 'uM')]	Sacubitril/Valsartan
[('Sacubitril/Valsartan', 5.0, 'uM')]	Sacubitril/Valsartan
[('Salicylic acid', 0.05, 'uM')]	Salicylic acid
[('Salicylic acid', 0.5, 'uM')]	Salicylic acid
[('Salicylic acid', 5.0, 'uM')]	Salicylic acid
[('Sapanisertib', 0.05, 'uM')]	Sapanisertib
[('Sapanisertib', 0.5, 'uM')]	Sapanisertib
[('Sapanisertib', 5.0, 'uM')]	Sapanisertib
[('Saquinavir', 0.05, 'uM')]	Saquinavir
[('Saquinavir', 0.5, 'uM')]	Saquinavir
[('Saquinavir', 5.0, 'uM')]	Saquinavir
[('Selinexor ', 0.05, 'uM')]	Selinexor 
[('Selinexor ', 0.5, 'uM')]	Selinexor 
[('Selinexor ', 5.0, 'uM')]	Selinexor 
[('Sildenafil', 0.05, 'uM')]	Sildenafil
[('Sildenafil', 0.5, 'uM')]	Sildenafil
[('Sildenafil', 5.0, 'uM')]	Sildenafil
[('Silodosin', 0.05, 'uM')]	Silodosin
[('Silodosin', 0.5, 'uM')]	Silodosin
[('Silodosin', 5.0, 'uM')]	Silodosin
[('Simotinib', 0.05, 'uM')]	Simotinib
[('Simotinib', 0.5, 'uM')]	Simotinib
[('Simotinib', 5.0, 'uM')]	Simotinib
[('Sinomenine', 0.05, 'uM')]	Sinomenine
[('Sinomenine', 0.5, 'uM')]	Sinomenine
[('Sinomenine', 5.0, 'uM')]	Sinomenine
[('Sivelestat (sodium tetrahydrate)', 0.05, 'uM')]	Sivelestat (sodium tetrahydrate)
[('Sivelestat (sodium tetrahydrate)', 0.5, 'uM')]	Sivelestat (sodium tetrahydrate)
[('Sivelestat (sodium tetrahydrate)', 5.0, 'uM')]	Sivelestat (sodium tetrahydrate)
[('Sodium Salicylate', 0.05, 'uM')]	Sodium Salicylate
[('Sodium Salicylate', 0.5, 'uM')]	Sodium Salicylate
[('Sodium Salicylate', 5.0, 'uM')]	Sodium Salicylate
[('Sonidegib', 0.05, 'uM')]	Sonidegib
[('Sonidegib', 0.5, 'uM')]	Sonidegib
[('Sonidegib', 5.0, 'uM')]	Sonidegib
[('Sulfatinib', 0.05, 'uM')]	Sulfatinib
[('Sulfatinib', 0.5, 'uM')]	Sulfatinib
[('Sulfatinib', 5.0, 'uM')]	Sulfatinib
[('Sulfisoxazole', 0.05, 'uM')]	Sulfisoxazole
[('Sulfisoxazole', 0.5, 'uM')]	Sulfisoxazole
[('Sulfisoxazole', 5.0, 'uM')]	Sulfisoxazole
[('Sunitinib', 0.05, 'uM')]	Sunitinib
[('Sunitinib', 0.5, 'uM')]	Sunitinib
[('Sunitinib', 5.0, 'uM')]	Sunitinib
[('TAK-733', 0.05, 'uM')]	TAK-733
[('TAK-733', 0.5, 'uM')]	TAK-733
[('TAK-733', 5.0, 'uM')]	TAK-733
[('TAK-901', 0.05, 'uM')]	TAK-901
[('TAK-901', 0.5, 'uM')]	TAK-901
[('TAK-901', 5.0, 'uM')]	TAK-901
[('Tadalafil', 0.05, 'uM')]	Tadalafil
[('Tadalafil', 0.5, 'uM')]	Tadalafil
[('Tadalafil', 5.0, 'uM')]	Tadalafil
[('Talc', 0.05, 'uM')]	Talc
[('Talc', 0.5, 'uM')]	Talc
[('Talc', 5.0, 'uM')]	Talc
[('Tazarotene', 0.05, 'uM')]	Tazarotene
[('Tazarotene', 0.5, 'uM')]	Tazarotene
[('Tazarotene', 5.0, 'uM')]	Tazarotene
[('Temsirolimus', 0.05, 'uM')]	Temsirolimus
[('Temsirolimus', 0.5, 'uM')]	Temsirolimus
[('Temsirolimus', 5.0, 'uM')]	Temsirolimus
[('Temuterkib', 0.05, 'uM')]	Temuterkib
[('Temuterkib', 0.5, 'uM')]	Temuterkib
[('Temuterkib', 5.0, 'uM')]	Temuterkib
[('Terfenadine', 0.05, 'uM')]	Terfenadine
[('Terfenadine', 0.5, 'uM')]	Terfenadine
[('Terfenadine', 5.0, 'uM')]	Terfenadine
[('Tetracycline (hydrochloride)', 0.05, 'uM')]	Tetracycline (hydrochloride)
[('Tetracycline (hydrochloride)', 0.5, 'uM')]	Tetracycline (hydrochloride)
[('Tetracycline (hydrochloride)', 5.0, 'uM')]	Tetracycline (hydrochloride)
[('Thymol', 0.05, 'uM')]	Thymol
[('Thymol', 0.5, 'uM')]	Thymol
[('Thymol', 5.0, 'uM')]	Thymol
[('Thymopentin', 0.05, 'uM')]	Thymopentin
[('Thymopentin', 0.5, 'uM')]	Thymopentin
[('Thymopentin', 5.0, 'uM')]	Thymopentin
[('Tirabrutinib (hydrochloride)', 0.05, 'uM')]	Tirabrutinib (hydrochloride)
[('Tirabrutinib (hydrochloride)', 0.5, 'uM')]	Tirabrutinib (hydrochloride)
[('Tirabrutinib (hydrochloride)', 5.0, 'uM')]	Tirabrutinib (hydrochloride)
[('Tirabrutinib', 0.05, 'uM')]	Tirabrutinib
[('Tirabrutinib', 0.5, 'uM')]	Tirabrutinib
[('Tirabrutinib', 5.0, 'uM')]	Tirabrutinib
[('Tofacitinib (citrate)', 0.05, 'uM')]	Tofacitinib (citrate)
[('Tofacitinib (citrate)', 0.5, 'uM')]	Tofacitinib (citrate)
[('Tofacitinib (citrate)', 5.0, 'uM')]	Tofacitinib (citrate)
[('Tofacitinib', 0.05, 'uM')]	Tofacitinib
[('Tofacitinib', 0.5, 'uM')]	Tofacitinib
[('Tofacitinib', 5.0, 'uM')]	Tofacitinib
[('Tolcapone', 0.05, 'uM')]	Tolcapone
[('Tolcapone', 0.5, 'uM')]	Tolcapone
[('Tolcapone', 5.0, 'uM')]	Tolcapone
[('Tolmetin', 0.05, 'uM')]	Tolmetin
[('Tolmetin', 0.5, 'uM')]	Tolmetin
[('Tolmetin', 5.0, 'uM')]	Tolmetin
[('Tomivosertib', 0.05, 'uM')]	Tomivosertib
[('Tomivosertib', 0.5, 'uM')]	Tomivosertib
[('Tomivosertib', 5.0, 'uM')]	Tomivosertib
[('Topotecan (hydrochloride)', 0.05, 'uM')]	Topotecan (hydrochloride)
[('Topotecan (hydrochloride)', 0.5, 'uM')]	Topotecan (hydrochloride)
[('Topotecan (hydrochloride)', 5.0, 'uM')]	Topotecan (hydrochloride)
[('Torkinib', 0.05, 'uM')]	Torkinib
[('Torkinib', 0.5, 'uM')]	Torkinib
[('Torkinib', 5.0, 'uM')]	Torkinib
[('Trametinib (DMSO_TF solvate)', 0.05, 'uM')]	Trametinib (DMSO_TF solvate)
[('Trametinib (DMSO_TF solvate)', 0.5, 'uM')]	Trametinib (DMSO_TF solvate)
[('Trametinib (DMSO_TF solvate)', 5.0, 'uM')]	Trametinib (DMSO_TF solvate)
[('Trametinib', 0.05, 'uM')]	Trametinib
[('Trametinib', 0.5, 'uM')]	Trametinib
[('Trametinib', 5.0, 'uM')]	Trametinib
[('Tranilast', 0.05, 'uM')]	Tranilast
[('Tranilast', 0.5, 'uM')]	Tranilast
[('Tranilast', 5.0, 'uM')]	Tranilast
[('Triamcinolone', 0.05, 'uM')]	Triamcinolone
[('Triamcinolone', 0.5, 'uM')]	Triamcinolone
[('Triamcinolone', 5.0, 'uM')]	Triamcinolone
[('Triclosan', 0.05, 'uM')]	Triclosan
[('Triclosan', 0.5, 'uM')]	Triclosan
[('Triclosan', 5.0, 'uM')]	Triclosan
[('Trifluridine', 0.05, 'uM')]	Trifluridine
[('Trifluridine', 0.5, 'uM')]	Trifluridine
[('Trifluridine', 5.0, 'uM')]	Trifluridine
[('Trimetrexate', 0.05, 'uM')]	Trimetrexate
[('Trimetrexate', 0.5, 'uM')]	Trimetrexate
[('Trimetrexate', 5.0, 'uM')]	Trimetrexate
[('Tubulin inhibitor 6', 0.05, 'uM')]	Tubulin inhibitor 6
[('Tubulin inhibitor 6', 0.5, 'uM')]	Tubulin inhibitor 6
[('Tubulin inhibitor 6', 5.0, 'uM')]	Tubulin inhibitor 6
[('Tucatinib', 0.05, 'uM')]	Tucatinib
[('Tucatinib', 0.5, 'uM')]	Tucatinib
[('Tucatinib', 5.0, 'uM')]	Tucatinib
[('Tucidinostat', 0.05, 'uM')]	Tucidinostat
[('Tucidinostat', 0.5, 'uM')]	Tucidinostat
[('Tucidinostat', 5.0, 'uM')]	Tucidinostat
[('ULK-101', 0.05, 'uM')]	ULK-101
[('ULK-101', 0.5, 'uM')]	ULK-101
[('ULK-101', 5.0, 'uM')]	ULK-101
[('Uridine', 0.05, 'uM')]	Uridine
[('Uridine', 0.5, 'uM')]	Uridine
[('Uridine', 5.0, 'uM')]	Uridine
[('Valdecoxib', 0.05, 'uM')]	Valdecoxib
[('Valdecoxib', 0.5, 'uM')]	Valdecoxib
[('Valdecoxib', 5.0, 'uM')]	Valdecoxib
[('Vandetanib', 0.05, 'uM')]	Vandetanib
[('Vandetanib', 0.5, 'uM')]	Vandetanib
[('Vandetanib', 5.0, 'uM')]	Vandetanib
[('Vemurafenib', 0.05, 'uM')]	Vemurafenib
[('Vemurafenib', 0.5, 'uM')]	Vemurafenib
[('Vemurafenib', 5.0, 'uM')]	Vemurafenib
[('Verapamil', 0.05, 'uM')]	Verapamil
[('Verapamil', 0.5, 'uM')]	Verapamil
[('Verapamil', 5.0, 'uM')]	Verapamil
[('Verteporfin', 0.05, 'uM')]	Verteporfin
[('Verteporfin', 0.5, 'uM')]	Verteporfin
[('Verteporfin', 5.0, 'uM')]	Verteporfin
[('Vilanterol', 0.05, 'uM')]	Vilanterol
[('Vilanterol', 0.5, 'uM')]	Vilanterol
[('Vilanterol', 5.0, 'uM')]	Vilanterol
[('Vinblastine (sulfate)', 0.05, 'uM')]	Vinblastine (sulfate)
[('Vinblastine (sulfate)', 0.5, 'uM')]	Vinblastine (sulfate)
[('Vinblastine (sulfate)', 5.0, 'uM')]	Vinblastine (sulfate)
[('Vismodegib', 0.05, 'uM')]	Vismodegib
[('Vismodegib', 0.5, 'uM')]	Vismodegib
[('Vismodegib', 5.0, 'uM')]	Vismodegib
[('Vitamin K4', 0.05, 'uM')]	Vitamin K4
[('Vitamin K4', 0.5, 'uM')]	Vitamin K4
[('Vitamin K4', 5.0, 'uM')]	Vitamin K4
[('Volasertib', 0.05, 'uM')]	Volasertib
[('Volasertib', 0.5, 'uM')]	Volasertib
[('Volasertib', 5.0, 'uM')]	Volasertib
[('Voriconazole', 0.05, 'uM')]	Voriconazole
[('Voriconazole', 0.5, 'uM')]	Voriconazole
[('Voriconazole', 5.0, 'uM')]	Voriconazole
[('Vortioxetine', 0.05, 'uM')]	Vortioxetine
[('Vortioxetine', 0.5, 'uM')]	Vortioxetine
[('Vortioxetine', 5.0, 'uM')]	Vortioxetine
[('XRK3F2', 0.05, 'uM')]	XRK3F2
[('XRK3F2', 0.5, 'uM')]	XRK3F2
[('XRK3F2', 5.0, 'uM')]	XRK3F2
[('Zileuton', 0.05, 'uM')]	Zileuton
[('Zileuton', 0.5, 'uM')]	Zileuton
[('Zileuton', 5.0, 'uM')]	Zileuton
[('c-Kit-IN-1', 0.05, 'uM')]	c-Kit-IN-1
[('c-Kit-IN-1', 0.5, 'uM')]	c-Kit-IN-1
[('c-Kit-IN-1', 5.0, 'uM')]	c-Kit-IN-1
[('crizotinib', 0.05, 'uM')]	crizotinib
[('crizotinib', 0.5, 'uM')]	crizotinib
[('crizotinib', 5.0, 'uM')]	crizotinib
[('olaparib', 0.05, 'uM')]	olaparib
[('olaparib', 0.5, 'uM')]	olaparib
[('olaparib', 5.0, 'uM')]	olaparib
[('palbociclib', 0.05, 'uM')]	palbociclib
[('palbociclib', 0.5, 'uM')]	palbociclib
[('palbociclib', 5.0, 'uM')]	palbociclib
[('venetoclax', 0.05, 'uM')]	venetoclax
[('venetoclax', 0.5, 'uM')]	venetoclax
[('venetoclax', 5.0, 'uM')]	venetoclax
[('vincristine', 0.05, 'uM')]	vincristine
[('vincristine', 0.5, 'uM')]	vincristine
[('vincristine', 5.0, 'uM')]	vincristine
[('γ-Oryzanol', 0.05, 'uM')]	γ-Oryzanol
[('γ-Oryzanol', 0.5, 'uM')]	γ-Oryzanol
[('γ-Oryzanol', 5.0, 'uM')]	γ-Oryzanol
