cell_id,source_cds,cell,sample,Size_Factor,n.umi,hash_umis_W,pval_W,qval_W,top_to_second_best_ratio_W,top_oligo_W,RTwell,Ligwell,PCR_well,PCR_plate,RT_well,cell_type,num_genes_expressed,g1s_score,g2m_score,proliferation_index,UMAP1,UMAP2,Cluster,Partition,Trametinib_dose,Treatment,hash_plate,replicate,trametinib_dose,treatment,dose,dose_character,cell_line,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,total_counts_ribo,log1p_total_counts_ribo,pct_counts_ribo,drugname_drugconc
A07_H03_RT_BC_10_Lig_BC_32,U87MG,A07_H03_RT_BC_10_Lig_BC_32,sci3_sciPlex8_FollowUp,0.44371388081102,399,7,1.0257891682305999e-44,2.6567939457172597e-42,4.96539122957868,plate9_0_RIPA56_10_rep2,10,32,A07,H03,10,Trametinib_0.0_RIPA56_10.0,249,0.0,0.0,0.0,1.28593600940041,-9.92841373598195,7,3,0.0,RIPA56,plate9,rep2,0.0,RIPA56,10.0,10.0,U87MG,249,5.521460917862246,399,5.991464547107982,136,4.919980925828125,34.08521303258145,3,1.3862943611198906,0.7518796992481203,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_10_Lig_BC_86,U87MG,A07_H03_RT_BC_10_Lig_BC_86,sci3_sciPlex8_FollowUp,1.09315976149682,983,22,0.0,0.0,20.2005643585848,plate9_0.1_vehicle_0_rep2,10,86,A07,H03,10,Trametinib_0.1_vehicle_0.1,611,0.649602405495265,0.649602405495265,1.04012077857405,0.348485749476478,-11.1969674698076,7,3,0.1,vehicle,plate9,rep2,0.1,Trametinib,0.1,0.0,U87MG,611,6.416732282512326,983,6.891625897052253,220,5.3981627015177525,22.380467955239062,11,2.4849066497880004,1.119023397761953,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_11_Lig_BC_22,U87MG,A07_H03_RT_BC_11_Lig_BC_22,sci3_sciPlex8_FollowUp,1.15432332902716,1038,12,0.0,0.0,7.07804032083243,plate11_0_Alectinib_0.01_rep2,11,22,A07,H03,11,Trametinib_0.0_Alectinib_0.01,638,1.28063524803636,3.15802196236579,3.26281399691561,3.60481108378701,-8.66147552644826,5,3,0.0,Alectinib,plate11,rep2,0.0,Alectinib,0.01,0.01,U87MG,638,6.459904454377535,1038,6.946013991099227,301,5.71042701737487,28.998073217726393,12,2.5649493574615367,1.1560693641618496,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_11_Lig_BC_38,U87MG,A07_H03_RT_BC_11_Lig_BC_38,sci3_sciPlex8_FollowUp,0.64610968609324,581,28,0.0,0.0,13.4119638826185,plate10_0_MK2206_0.1_rep1,11,38,A07,H03,11,Trametinib_0.0_MK2206_0.1,515,0.0,0.0,0.0,2.96170057009988,-10.8505195251665,5,3,0.0,MK2206,plate10,rep1,0.0,MK2206,0.1,0.1,U87MG,515,6.246106765481563,581,6.366470447731438,17,2.8903717578961645,2.9259896729776247,7,2.0794415416798357,1.2048192771084338,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_11_Lig_BC_44,U87MG,A07_H03_RT_BC_11_Lig_BC_44,sci3_sciPlex8_FollowUp,0.967496431843577,870,7,2.17732763304545e-106,8.09965879492907e-104,4.04714316749946,plate6_0_Salubrinal_0.01_rep1,11,44,A07,H03,11,Trametinib_0.0_Salubrinal_0.01,674,1.12076218719134,0.0,1.12076218719134,2.59355629634194,-11.3847535721026,5,3,0.0,Salubrinal,plate6,rep1,0.0,Salubrinal,0.01,0.01,U87MG,674,6.51471269087253,870,6.769641976852503,69,4.248495242049359,7.931034482758621,7,2.0794415416798357,0.8045977011494253,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_11_Lig_BC_68,U87MG,A07_H03_RT_BC_11_Lig_BC_68,sci3_sciPlex8_FollowUp,1.28443491813716,1155,17,0.0,0.0,11.3422566371681,plate6_0_PHA767491_1_rep1,11,68,A07,H03,11,Trametinib_0.0_PHA767491_1.0,885,0.575799823960616,2.53989086938983,2.59948751159671,4.09796918582253,-9.86010490572072,5,3,0.0,PHA767491,plate6,rep1,0.0,PHA767491,1.0,1.0,U87MG,885,6.786716950605081,1155,7.052721049232323,74,4.31748811353631,6.406926406926407,7,2.0794415416798357,0.6060606060606061,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_11_Lig_BC_90,U87MG,A07_H03_RT_BC_11_Lig_BC_90,sci3_sciPlex8_FollowUp,1.05201336152187,946,8,0.0,0.0,6.1511091587964,plate11_0_Nintedanib_0.01_rep2,11,90,A07,H03,11,Trametinib_0.0_Nintedanib_0.01,627,0.0,1.0650956760674,1.0650956760674,2.50133265208535,-9.47654853975392,7,3,0.0,Nintedanib,plate11,rep2,0.0,Nintedanib,0.01,0.01,U87MG,627,6.4425401664681985,946,6.853299093186078,234,5.459585514144159,24.735729386892178,18,2.9444389791664403,1.9027484143763214,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_11_Lig_BC_96,U87MG,A07_H03_RT_BC_11_Lig_BC_96,sci3_sciPlex8_FollowUp,0.951927523744945,856,10,0.0,0.0,6.2431407539594,plate11_0_MK2206_1_rep2,11,96,A07,H03,11,Trametinib_0.0_MK2206_1.0,642,0.718083735681432,0.718083735681432,1.13172473246878,2.41803778361611,-11.005390512105,5,3,0.0,MK2206,plate11,rep2,0.0,MK2206,1.0,1.0,U87MG,642,6.466144724237619,856,6.75343791859778,87,4.477336814478207,10.163551401869158,11,2.4849066497880004,1.2850467289719625,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_12_Lig_BC_10,U87MG,A07_H03_RT_BC_12_Lig_BC_10,sci3_sciPlex8_FollowUp,0.837384842733579,753,48,0.0,0.0,46.7584948688711,plate10_1_Nintedanib_1_rep1,12,10,A07,H03,12,Trametinib_1.0_Nintedanib_1.0,505,0.785814805470499,1.22035432387603,1.52226263000558,0.418796610348747,-11.6258948913775,7,3,1.0,Nintedanib,plate10,rep1,1.0,Nintedanib,1.0,1.0,U87MG,505,6.226536669287466,753,6.625392368007956,137,4.927253685157205,18.193891102257638,5,1.791759469228055,0.6640106241699867,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_12_Lig_BC_18,U87MG,A07_H03_RT_BC_12_Lig_BC_18,sci3_sciPlex8_FollowUp,2.60334384706416,2341,13,1.29562146683808e-12,1.86569491224683e-10,2.95230902028485,plate9_0_RIPA56_1_rep2,12,18,A07,H03,12,Trametinib_0.0_RIPA56_1.0,1444,1.19535423337454,3.09678390517695,3.19586933143539,3.81511868190102,-8.82393203889943,5,3,0.0,RIPA56,plate9,rep2,0.0,RIPA56,1.0,1.0,U87MG,1444,7.275864600546533,2341,7.758760544157663,491,6.198478716492308,20.973942759504485,22,3.1354942159291497,0.9397693293464331,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_12_Lig_BC_35,U87MG,A07_H03_RT_BC_12_Lig_BC_35,sci3_sciPlex8_FollowUp,0.966384366979389,869,27,0.0,0.0,27.4962525550761,plate10_0.1_KU55933_0.1_rep1,12,35,A07,H03,12,Trametinib_0.1_KU55933_0.1,594,0.710390138211737,1.41204856941364,1.63688571228992,0.697885465138481,-11.8073609939776,7,3,0.1,KU55933,plate10,rep1,0.1,KU55933,0.1,0.1,U87MG,594,6.38856140554563,869,6.76849321164863,109,4.700480365792417,12.543153049482164,3,1.3862943611198906,0.34522439585730724,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_12_Lig_BC_49,U87MG,A07_H03_RT_BC_12_Lig_BC_49,sci3_sciPlex8_FollowUp,0.433705297033328,390,6,2.12766154560719e-208,1.10000101907892e-205,3.02202548045778,plate9_0.01_RIPA56_0.01_rep2,12,49,A07,H03,12,Trametinib_0.01_RIPA56_0.01,344,0.0,1.19565222454967,1.19565222454967,2.59691919040017,-9.9139655700884,7,3,0.01,RIPA56,plate9,rep2,0.01,RIPA56,0.01,0.01,U87MG,344,5.84354441703136,390,5.968707559985366,33,3.5263605246161616,8.461538461538462,4,1.6094379124341003,1.0256410256410255,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_12_Lig_BC_53,U87MG,A07_H03_RT_BC_12_Lig_BC_53,sci3_sciPlex8_FollowUp,0.849617556239647,764,6,6.76099276017532e-25,1.41304748687664e-22,3.00517576018978,plate9_0_PHA767491_0.1_rep2,12,53,A07,H03,12,Trametinib_0.0_PHA767491_0.1,585,0.777947855946531,0.0,0.777947855946531,2.13574780177407,-11.2133887878618,7,3,0.0,PHA767491,plate9,rep2,0.0,PHA767491,0.1,0.1,U87MG,585,6.373319789577012,764,6.639875833826536,91,4.5217885770490405,11.910994764397905,8,2.1972245773362196,1.0471204188481675,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_12_Lig_BC_55,U87MG,A07_H03_RT_BC_12_Lig_BC_55,sci3_sciPlex8_FollowUp,1.56133906931998,1404,39,0.0,0.0,28.8634049147664,plate6_0.1_DDR1IN_0.1_rep1,12,55,A07,H03,12,Trametinib_0.1_DDR1IN_0.1,922,0.494986364853943,0.824592786372128,1.07207240513542,0.708099376671837,-11.7767280212603,7,3,0.1,DDR1IN,plate6,rep1,0.1,DDR1IN,0.1,0.1,U87MG,922,6.827629234502852,1404,7.247792581767846,93,4.543294782270004,6.623931623931624,11,2.4849066497880004,0.7834757834757835,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_12_Lig_BC_64,U87MG,A07_H03_RT_BC_12_Lig_BC_64,sci3_sciPlex8_FollowUp,4.13020890559431,3714,134,0.0,0.0,131.949660501054,plate9_0_PHA767491_0.01_rep2,12,64,A07,H03,12,Trametinib_0.0_PHA767491_0.01,1605,0.394900840421427,0.546012545357278,0.793260587409161,1.15654672335915,-10.380580293294,7,3,0.0,PHA767491,plate9,rep2,0.0,PHA767491,0.01,0.01,U87MG,1605,7.381501894506707,3714,8.220133957151859,1281,7.156176637480615,34.491114701130854,38,3.6635616461296463,1.0231556273559503,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_12_Lig_BC_73,U87MG,A07_H03_RT_BC_12_Lig_BC_73,sci3_sciPlex8_FollowUp,0.599402961797343,539,13,0.0,0.0,10.0987413194444,plate6_1_BID1870_1_rep1,12,73,A07,H03,12,Trametinib_1.0_BID1870_1.0,429,0.0,0.0,0.0,1.6919374580317,-12.3366750351153,7,3,1.0,BID1870,plate6,rep1,1.0,BID1870,1.0,1.0,U87MG,429,6.063785208687608,539,6.29156913955832,19,2.995732273553991,3.525046382189239,2,1.0986122886681098,0.3710575139146568,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_21_Lig_BC_24,U87MG,A07_H03_RT_BC_21_Lig_BC_24,sci3_sciPlex8_FollowUp,0.64610968609324,581,8,0.0,0.0,inf,plate6_0_Infigratinib_10_rep1,21,24,A07,H03,21,Trametinib_0.0_Infigratinib_10.0,497,1.40987651528226,0.935200734900092,1.73044675665582,2.63562167834573,-10.2507432571612,5,3,0.0,Infigratinib,plate6,rep1,0.0,Infigratinib,10.0,10.0,U87MG,497,6.210600077024653,581,6.366470447731438,32,3.4965075614664802,5.507745266781412,11,2.4849066497880004,1.8932874354561102,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_21_Lig_BC_56,U87MG,A07_H03_RT_BC_21_Lig_BC_56,sci3_sciPlex8_FollowUp,0.770660950882298,693,19,6.056227085737771e-111,2.29531006549462e-108,8.07439634544268,plate6_0.01_Infigratinib_0.01_rep1,21,56,A07,H03,21,Trametinib_0.01_Infigratinib_0.01,567,1.27959265672383,1.27959265672383,1.8229916139881,3.23596109103493,-10.8281673065386,5,3,0.01,Infigratinib,plate6,rep1,0.01,Infigratinib,0.01,0.01,U87MG,567,6.342121418721152,693,6.542471960506805,41,3.7376696182833684,5.916305916305916,7,2.0794415416798357,1.0101010101010102,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_21_Lig_BC_59,U87MG,A07_H03_RT_BC_21_Lig_BC_59,sci3_sciPlex8_FollowUp,0.559368626686574,503,15,0.0,0.0,13.6272482014388,plate10_0_Nintedanib_10_rep1,21,59,A07,H03,21,Trametinib_0.0_Nintedanib_10.0,410,0.0,0.0,0.0,2.91790140818887,-11.4791310898028,5,3,0.0,Nintedanib,plate10,rep1,0.0,Nintedanib,10.0,10.0,U87MG,410,6.018593214496234,503,6.222576268071369,26,3.295836866004329,5.168986083499006,4,1.6094379124341003,0.7952286282306162,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_21_Lig_BC_72,U87MG,A07_H03_RT_BC_21_Lig_BC_72,sci3_sciPlex8_FollowUp,0.677247502290504,609,59,0.0,0.0,2.7653887731282,plate10_1_Temozolomide_1_rep1,21,72,A07,H03,21,Trametinib_1.0_Temozolomide_1.0,434,0.0,0.906872544330988,0.906872544330988,2.84331287097268,-10.8921769729815,5,3,1.0,Temozolomide,plate10,rep1,1.0,Temozolomide,1.0,1.0,U87MG,434,6.075346031088684,609,6.413458957167357,119,4.787491742782046,19.54022988505747,10,2.3978952727983707,1.6420361247947455,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_21_Lig_BC_89,U87MG,A07_H03_RT_BC_21_Lig_BC_89,sci3_sciPlex8_FollowUp,0.669463048241188,602,16,2.75176019383584e-139,1.17775336296174e-136,9.97931480284421,plate9_0_RIPA56_1_rep2,21,89,A07,H03,21,Trametinib_0.0_RIPA56_1.0,504,0.0,3.75711185946413,3.75711185946413,3.9764000291758,-8.89386211549855,5,3,0.0,RIPA56,plate9,rep2,0.0,RIPA56,1.0,1.0,U87MG,504,6.22455842927536,602,6.401917196727186,31,3.4657359027997265,5.149501661129568,7,2.0794415416798357,1.1627906976744187,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_22_Lig_BC_15,U87MG,A07_H03_RT_BC_22_Lig_BC_15,sci3_sciPlex8_FollowUp,0.650557945549992,585,10,1.23052415572038e-106,4.589855100837e-104,6.11396011396011,plate9_0_BID1870_1_rep2,22,15,A07,H03,22,Trametinib_0.0_BID1870_1.0,475,1.72480492422549,0.0,1.72480492422549,2.90063489627175,-11.2154573074541,5,3,0.0,BID1870,plate9,rep2,0.0,BID1870,1.0,1.0,U87MG,475,6.16541785423142,585,6.373319789577012,34,3.5553480614894135,5.811965811965812,1,0.6931471805599453,0.17094017094017094,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_22_Lig_BC_41,U87MG,A07_H03_RT_BC_22_Lig_BC_41,sci3_sciPlex8_FollowUp,0.661678594191872,595,14,1.87761430156582e-171,8.655801930218431e-169,8.07907886161199,plate11_0_GSK690693_0.1_rep2,22,41,A07,H03,22,Trametinib_0.0_GSK690693_0.1,318,0.920803640974176,0.920803640974176,1.39193232241805,1.06383265208535,-10.1283277145586,7,3,0.0,GSK690693,plate11,rep2,0.0,GSK690693,0.1,0.1,U87MG,318,5.765191102784844,595,6.39024066706535,241,5.488937726156687,40.50420168067227,8,2.1972245773362196,1.3445378151260505,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_22_Lig_BC_53,U87MG,A07_H03_RT_BC_22_Lig_BC_53,sci3_sciPlex8_FollowUp,0.875195048115972,787,9,6.89570912933302e-37,1.65497019103992e-34,6.12891141472014,plate6_0.01_BMS345541_0.01_rep1,22,53,A07,H03,22,Trametinib_0.01_BMS345541_0.01,566,0.762021185007133,0.762021185007133,1.18942902010424,3.65587056826882,-10.5670903793535,5,3,0.01,BMS345541,plate6,rep1,0.01,BMS345541,0.01,0.01,U87MG,566,6.340359303727752,787,6.669498089857879,167,5.123963979403259,21.21982210927573,11,2.4849066497880004,1.3977128335451081,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_23_Lig_BC_20,U87MG,A07_H03_RT_BC_23_Lig_BC_20,sci3_sciPlex8_FollowUp,1.62695089630707,1463,98,0.0,0.0,4.74740551023732,plate10_0_Nutlin3A_1_rep1,23,20,A07,H03,23,Trametinib_0.0_Nutlin3A_1.0,1027,0.479116171331921,1.96661810916103,2.04912584239409,3.10719741534524,-10.9659665695391,5,3,0.0,Nutlin3A,plate10,rep1,0.0,Nutlin3A,1.0,1.0,U87MG,1027,6.93537044601511,1463,7.288927694521257,177,5.181783550292085,12.098427887901572,13,2.6390573296152584,0.888585099111415,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_23_Lig_BC_48,U87MG,A07_H03_RT_BC_23_Lig_BC_48,sci3_sciPlex8_FollowUp,1.00419457236178,903,10,6.239127562221561e-67,1.89669477891535e-64,5.96346443154954,plate9_0_BMS345541_1_rep2,23,48,A07,H03,23,Trametinib_0.0_BMS345541_1.0,720,1.60609067554801,2.99175618051573,3.1740427892588,4.08722175311379,-9.47661052858449,5,3,0.0,BMS345541,plate9,rep2,0.0,BMS345541,1.0,1.0,U87MG,720,6.580639137284949,903,6.806829360392176,49,3.912023005428146,5.426356589147287,7,2.0794415416798357,0.7751937984496124,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_23_Lig_BC_6,U87MG,A07_H03_RT_BC_23_Lig_BC_6,sci3_sciPlex8_FollowUp,1.01420315613947,912,17,2.5803318532167902e-117,1.0192310820206299e-114,12.1037489102005,plate9_0.01_BID1870_0.01_rep2,23,6,A07,H03,23,Trametinib_0.01_BID1870_0.01,570,0.0,0.0,0.0,1.10432149123482,-10.9021628967486,7,3,0.01,BID1870,plate9,rep2,0.01,BID1870,0.01,0.01,U87MG,570,6.3473892096560105,912,6.816735880594968,241,5.488937726156687,26.42543859649123,5,1.791759469228055,0.5482456140350876,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_23_Lig_BC_61,U87MG,A07_H03_RT_BC_23_Lig_BC_61,sci3_sciPlex8_FollowUp,1.04311684260836,938,57,0.0,0.0,58.0014423076923,plate10_10_Temozolomide_10_rep1,23,61,A07,H03,23,Trametinib_10.0_Temozolomide_10.0,531,0.0,1.07066907209865,1.07066907209865,0.183722775691078,-11.3071921936236,7,3,10.0,Temozolomide,plate10,rep1,10.0,Temozolomide,10.0,10.0,U87MG,531,6.2766434893416445,938,6.844815479208263,239,5.480638923341991,25.479744136460553,7,2.0794415416798357,0.7462686567164178,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_24_Lig_BC_24,U87MG,A07_H03_RT_BC_24_Lig_BC_24,sci3_sciPlex8_FollowUp,0.462618983502216,416,10,0.0,0.0,9.35021191166629,plate10_0_KU55933_10_rep1,24,24,A07,H03,24,Trametinib_0.0_KU55933_10.0,341,0.0,0.0,0.0,2.28455699633889,-10.8476260772905,5,3,0.0,KU55933,plate10,rep1,0.0,KU55933,10.0,10.0,U87MG,341,5.834810737062605,416,6.0330862217988015,44,3.8066624897703196,10.576923076923077,7,2.0794415416798357,1.6826923076923077,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_24_Lig_BC_39,U87MG,A07_H03_RT_BC_24_Lig_BC_39,sci3_sciPlex8_FollowUp,0.705049123895205,634,14,6.40406583523185e-162,2.90744588919526e-159,4.52577431232402,plate9_0_DDR1IN_0.01_rep2,24,39,A07,H03,24,Trametinib_0.0_DDR1IN_0.01,426,0.883081721302552,2.62213407763151,2.72020331021841,3.42661918353371,-8.77182518159963,5,3,0.0,DDR1IN,plate9,rep2,0.0,DDR1IN,0.01,0.01,U87MG,426,6.056784013228625,634,6.453624998892692,164,5.10594547390058,25.86750788643533,4,1.6094379124341003,0.6309148264984227,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_24_Lig_BC_40,U87MG,A07_H03_RT_BC_24_Lig_BC_40,sci3_sciPlex8_FollowUp,1.09093563176845,981,7,1.17812767946663e-183,5.65501286143981e-181,3.00150246834085,plate6_0_Infigratinib_1_rep1,24,40,A07,H03,24,Trametinib_0.0_Infigratinib_1.0,665,0.0,1.87178159101116,1.87178159101116,2.89423907946877,-9.7779096237383,5,3,0.0,Infigratinib,plate6,rep1,0.0,Infigratinib,1.0,1.0,U87MG,665,6.501289670540389,981,6.889591308354466,223,5.4116460518550396,22.73190621814475,5,1.791759469228055,0.509683995922528,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_24_Lig_BC_43,U87MG,A07_H03_RT_BC_24_Lig_BC_43,sci3_sciPlex8_FollowUp,1.45791703695049,1311,36,0.0,0.0,29.5677984665936,plate10_0_MK2206_0.01_rep1,24,43,A07,H03,24,Trametinib_0.0_MK2206_0.01,1028,1.32005849189195,1.97035057274667,2.2942334263379,3.342909943574,-9.89802013551808,5,3,0.0,MK2206,plate10,rep1,0.0,MK2206,0.01,0.01,U87MG,1028,6.9363427358340495,1311,7.179307969504034,72,4.290459441148391,5.491990846681922,15,2.772588722239781,1.1441647597254003,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_24_Lig_BC_51,U87MG,A07_H03_RT_BC_24_Lig_BC_51,sci3_sciPlex8_FollowUp,0.789566053573494,710,15,2.87087721067119e-59,8.35425268305316e-57,6.1322168356104,plate9_0_PHA767491_0.01_rep2,24,51,A07,H03,24,Trametinib_0.0_PHA767491_0.01,472,0.818244946006216,0.818244946006216,1.2621578310979,2.06080068301492,-9.56045852815724,7,3,0.0,PHA767491,plate9,rep2,0.0,PHA767491,0.01,0.01,U87MG,472,6.159095388491933,710,6.566672429803241,193,5.267858159063328,27.1830985915493,11,2.4849066497880004,1.5492957746478873,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_24_Lig_BC_56,U87MG,A07_H03_RT_BC_24_Lig_BC_56,sci3_sciPlex8_FollowUp,0.757316172512042,681,9,1.79768802088272e-164,8.19745737522521e-162,7.12002623524268,plate9_0_Infigratinib_0.01_rep2,24,56,A07,H03,24,Trametinib_0.0_Infigratinib_0.01,507,1.6016793662315,0.0,1.6016793662315,2.20877541255288,-9.47088276064015,7,3,0.0,Infigratinib,plate9,rep2,0.0,Infigratinib,0.01,0.01,U87MG,507,6.230481447578482,681,6.525029657843462,108,4.6913478822291435,15.859030837004406,6,1.9459101490553132,0.881057268722467,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_24_Lig_BC_79,U87MG,A07_H03_RT_BC_24_Lig_BC_79,sci3_sciPlex8_FollowUp,1.45458084235793,1308,48,0.0,0.0,2.75466914895724,plate10_0_KU55933_0.01_rep1,24,79,A07,H03,24,Trametinib_0.0_KU55933_0.01,691,0.523238232092426,0.0,0.523238232092426,1.32707346629433,-10.3244699112139,7,3,0.0,KU55933,plate10,rep1,0.0,KU55933,0.01,0.01,U87MG,691,6.539585955617669,1308,7.1770187659099,488,6.192362489474872,37.308868501529055,11,2.4849066497880004,0.8409785932721712,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_33_Lig_BC_1,U87MG,A07_H03_RT_BC_33_Lig_BC_1,sci3_sciPlex8_FollowUp,1.18990940468118,1070,48,0.0,0.0,46.3388224678547,plate9_0.01_RIPA56_0.01_rep2,33,1,A07,H03,33,Trametinib_0.01_RIPA56_0.01,646,0.986115342901661,0.609983001541906,1.25880193820048,1.73741317939095,-10.6790612808428,7,3,0.01,RIPA56,plate9,rep2,0.01,RIPA56,0.01,0.01,U87MG,646,6.472346294500901,1070,6.976348070447749,290,5.673323267171493,27.102803738317753,10,2.3978952727983707,0.9345794392523363,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_33_Lig_BC_24,U87MG,A07_H03_RT_BC_33_Lig_BC_24,sci3_sciPlex8_FollowUp,1.12429757769409,1011,14,9.43145240832867e-228,5.07412139568083e-225,7.98197037990985,plate6_0.01_Infigratinib_0.01_rep1,33,24,A07,H03,33,Trametinib_0.01_Infigratinib_0.01,715,0.0,1.02205101751489,1.02205101751489,1.92061985682778,-9.56477962648488,7,3,0.01,Infigratinib,plate6,rep1,0.01,Infigratinib,0.01,0.01,U87MG,715,6.573680166960646,1011,6.919683849847411,187,5.236441962829949,18.496538081107815,15,2.772588722239781,1.483679525222552,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_33_Lig_BC_28,U87MG,A07_H03_RT_BC_33_Lig_BC_28,sci3_sciPlex8_FollowUp,0.497092994292045,447,8,1.24538250062378e-23,2.5530341262787502e-21,5.00518918918919,plate9_0_BID1870_0.1_rep2,33,28,A07,H03,33,Trametinib_0.0_BID1870_0.1,345,0.0,0.0,0.0,2.38948000621133,-10.385369645711,7,3,0.0,BID1870,plate9,rep2,0.0,BID1870,0.1,0.1,U87MG,345,5.846438775057725,447,6.104793232414985,67,4.219507705176107,14.988814317673377,3,1.3862943611198906,0.6711409395973155,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_33_Lig_BC_33,U87MG,A07_H03_RT_BC_33_Lig_BC_33,sci3_sciPlex8_FollowUp,0.725066291450589,652,8,1.69303020273594e-10,2.20093926355672e-08,3.01039636127355,plate10_0_Nintedanib_1_rep1,33,33,A07,H03,33,Trametinib_0.0_Nintedanib_1.0,532,0.866757671395296,2.48769225775757,2.59619889790683,3.6460584516459,-9.19089542543508,5,3,0.0,Nintedanib,plate10,rep1,0.0,Nintedanib,1.0,1.0,U87MG,532,6.278521424165844,652,6.481577129276431,34,3.5553480614894135,5.214723926380368,18,2.9444389791664403,2.7607361963190185,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_33_Lig_BC_46,U87MG,A07_H03_RT_BC_33_Lig_BC_46,sci3_sciPlex8_FollowUp,0.330283264663842,297,14,0.0,0.0,6.00901481004507,plate11_0_Temozolomide_1_rep2,33,46,A07,H03,33,Trametinib_0.0_Temozolomide_1.0,276,1.3931965154546,0.0,1.3931965154546,2.99775851916604,-11.0709022155962,5,3,0.0,Temozolomide,plate11,rep2,0.0,Temozolomide,1.0,1.0,U87MG,276,5.6240175061873385,297,5.697093486505405,8,2.1972245773362196,2.6936026936026933,1,0.6931471805599453,0.33670033670033667,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_33_Lig_BC_73,U87MG,A07_H03_RT_BC_33_Lig_BC_73,sci3_sciPlex8_FollowUp,0.695040540117512,625,6,4.11919622341239e-63,1.23575886702372e-60,4.03381747236072,plate9_0_AZ628_0.01_rep2,33,73,A07,H03,33,Trametinib_0.0_AZ628_0.01,458,2.40436113966251,1.6707766299692,2.73356523710871,2.77656830500893,-8.9185403457842,7,3,0.0,AZ628,plate9,rep2,0.0,AZ628,0.01,0.01,U87MG,458,6.129050210060545,625,6.439350371100098,128,4.859812404361672,20.48,6,1.9459101490553132,0.96,"[('DMSO_TF', 0.0, 'uM')]"
A07_H03_RT_BC_33_Lig_BC_91,U87MG,A07_H03_RT_BC_33_Lig_BC_91,sci3_sciPlex8_FollowUp,0.938582745374689,844,13,0.0,0.0,9.17925147734734,plate10_0_KU55933_1_rep1,33,91,A07,H03,33,Trametinib_0.0_KU55933_1.0,549,0.0,1.14131166488089,1.14131166488089,1.55325604628854,-10.6393807998858,7,3,0.0,KU55933,plate10,rep1,0.0,KU55933,1.0,1.0,U87MG,549,6.309918278226516,844,6.739336627357174,214,5.3706380281276624,25.355450236966824,14,2.70805020110221,1.6587677725118484,"[('DMSO_TF', 0.0, 'uM')]"
